kakao_id,name,address,road_address,latitude,longitude,phone,category,place_url,district,region
1802171219,피그커피,서울 강남구 역삼동 674-1,서울 강남구 언주로97길 15,37.5051350280607,127.040081705916,0507-1320-3349,음식점 > 카페,http://place.map.kakao.com/1802171219,강남구,Seoul
982831030,넥스트에디션 강남5호점,서울 강남구 역삼동 818-13,서울 강남구 강남대로94길 11,37.499545006601,127.028249615716,02-558-9818,음식점 > 카페 > 테마카페,http://place.map.kakao.com/982831030,강남구,Seoul
20494135,스타벅스 강남대로점,서울 강남구 역삼동 809-10,서울 강남구 강남대로 456,37.5032649716005,127.025559367137,1522-3232,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/20494135,강남구,Seoul
23278986,브라이언스커피,서울 강남구 도곡동 457,서울 강남구 논현로26길 46,37.4838763981292,127.045791451068,02-529-6399,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/23278986,강남구,Seoul
1045674602,껠끄쇼즈,서울 강남구 대치동 1023-19,서울 강남구 도곡로70길 5,37.4969939760406,127.056623962964,,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1045674602,강남구,Seoul
1091312120,헤이미,서울 강남구 신사동 608-17,서울 강남구 논현로172길 21,37.52556545703734,127.03046316191093,070-8883-2016,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1091312120,강남구,Seoul
10104174,프레스카29,서울 강남구 도곡동 517-11,서울 강남구 논현로28길 29,37.48389854038591,127.04443468051788,02-575-2558,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/10104174,강남구,Seoul
534862116,뷰376카페,서울 강남구 압구정동 376-1,,37.531416532105254,127.04226573399961,,음식점 > 카페,http://place.map.kakao.com/534862116,강남구,Seoul
26874242,더체어,서울 강남구 도곡동 452-2,서울 강남구 논현로26길 30-6,37.4828207272744,127.044981270604,02-576-2286,음식점 > 카페,http://place.map.kakao.com/26874242,강남구,Seoul
1937691860,카페413프로젝트 역삼점,서울 강남구 역삼동 640-9,서울 강남구 논현로97길 19-11,37.502354493617034,127.03447079843853,070-7798-0544,음식점 > 카페,http://place.map.kakao.com/1937691860,강남구,Seoul
271964920,행운간,서울 강남구 도곡동 454-13,서울 강남구 양재천로 189,37.4825994864399,127.046259884811,02-6497-7878,음식점 > 카페,http://place.map.kakao.com/271964920,강남구,Seoul
164341515,차백도 강남한티점,서울 강남구 대치동 921-5,서울 강남구 선릉로 328,37.498906295905485,127.05186214209746,02-563-1007,음식점 > 카페,http://place.map.kakao.com/164341515,강남구,Seoul
13559984,그랜드인터컨티넨탈 서울파르나스 로비라운지&바,서울 강남구 삼성동 159-8,서울 강남구 테헤란로 521,37.50926359923231,127.0607931795639,02-559-7603,음식점 > 카페,http://place.map.kakao.com/13559984,강남구,Seoul
14600986,레이브릭스,서울 강남구 신사동 555-13,서울 강남구 논현로153길 46,37.520517638857065,127.02443857005188,,음식점 > 카페,http://place.map.kakao.com/14600986,강남구,Seoul
22837049,알베르,서울 강남구 역삼동 618-11,서울 강남구 강남대로102길 34,37.50305626160175,127.02810278517197,02-566-6181,음식점 > 카페,http://place.map.kakao.com/22837049,강남구,Seoul
1793439352,아토커피 역삼점,서울 강남구 역삼동 672-4,서울 강남구 테헤란로33길 34,37.5039966112702,127.038720556732,070-8810-2666,음식점 > 카페,http://place.map.kakao.com/1793439352,강남구,Seoul
1279938028,라오상하이 찻집 논현점,서울 강남구 논현동 209-5,서울 강남구 학동로38길 6,37.5145577509229,127.034304480806,02-511-5473,음식점 > 카페,http://place.map.kakao.com/1279938028,강남구,Seoul
1551717206,엑스케이프 강남점,서울 강남구 역삼동 809-6,서울 강남구 봉은사로2길 16,37.50355057000109,127.02565333332531,02-555-9366,음식점 > 카페 > 테마카페,http://place.map.kakao.com/1551717206,강남구,Seoul
26395435,스타벅스 신사역점,서울 강남구 논현동 1-3,서울 강남구 도산대로 108,37.51622596162784,127.0207677490634,1522-3232,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/26395435,강남구,Seoul
1106428073,정월,서울 강남구 역삼동 618-21,서울 강남구 강남대로102길 46,37.5036607105687,127.028626642226,02-6013-0926,음식점 > 카페,http://place.map.kakao.com/1106428073,강남구,Seoul
973394504,우디집 도산점,서울 강남구 신사동 644-22,서울 강남구 압구정로46길 32,37.5265459920532,127.035997864477,070-7728-3306,음식점 > 카페,http://place.map.kakao.com/973394504,강남구,Seoul
58119466,콩카페 강남구청역점,서울 강남구 논현동 118-4,서울 강남구 선릉로131길 11,37.5174004802721,127.039845066172,0507-1468-0716,음식점 > 카페,http://place.map.kakao.com/58119466,강남구,Seoul
27408085,피에로커피,서울 강동구 성내동 465,서울 강동구 성내로14길 27,37.526582706602746,127.12662608925032,02-471-5618,음식점 > 카페,http://place.map.kakao.com/27408085,강동구,Seoul
375551127,솔리,서울 강동구 천호동 454-5,서울 강동구 천호대로155길 21,37.53903518322606,127.12601917002799,02-471-6091,음식점 > 카페,http://place.map.kakao.com/375551127,강동구,Seoul
25017323,스타벅스 길동역점,서울 강동구 길동 378-3,서울 강동구 양재대로 1487,37.5387130260926,127.140059161042,1522-3232,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/25017323,강동구,Seoul
1255094197,스타벅스 강동구청DT점,서울 강동구 성내동 550,서울 강동구 성내로 32,37.52921208375212,127.12383613307597,1522-3232,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/1255094197,강동구,Seoul
630064388,스윗솔트,서울 강동구 명일동 222-3,서울 강동구 상암로 286,37.545506991342855,127.15417534716558,02-3427-0999,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/630064388,강동구,Seoul
1319161148,브랜뉴하이몬드,서울 강동구 성내동 43-19,서울 강동구 천호옛14길 11,37.5364221327001,127.126160729123,02-478-2402,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1319161148,강동구,Seoul
662649450,스타벅스 천호사거리,서울 강동구 천호동 431-4,서울 강동구 올림픽로 651,37.539755233683,127.123314975703,1522-3232,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/662649450,강동구,Seoul
26856403,카페알마,서울 강동구 천호동 409-3,서울 강동구 천호대로157길 54,37.5400169493446,127.127995289139,02-476-8184,음식점 > 카페,http://place.map.kakao.com/26856403,강동구,Seoul
1935059169,스타벅스 굽은다리역점,서울 강동구 명일동 353-2,서울 강동구 양재대로 1568,37.5454029005901,127.14310091793,1522-3232,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/1935059169,강동구,Seoul
711066073,스윗하나,서울 강동구 길동 392-11,서울 강동구 천호대로185길 89,37.53801421720069,127.14201529565753,0507-1475-2126,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/711066073,강동구,Seoul
1011094918,채스우드커피,서울 강동구 성내동 434-20,서울 강동구 성안로 42,37.52742525206455,127.13066176262048,02-470-4562,음식점 > 카페,http://place.map.kakao.com/1011094918,강동구,Seoul
148469115,뭉스벨리,서울 강동구 고덕동 532,서울 강동구 아리수로66길 10,37.56188007022049,127.15474160636779,0502-5552-7920,음식점 > 카페 > 테마카페 > 애견카페,http://place.map.kakao.com/148469115,강동구,Seoul
667459529,와,서울 강동구 성내동 448-18,서울 강동구 양재대로81길 61,37.52362074924624,127.1310895280932,010-9233-9129,음식점 > 카페,http://place.map.kakao.com/667459529,강동구,Seoul
474799651,봉연커피,서울 강동구 성내동 436-8,서울 강동구 양재대로85길 78,37.5254215887576,127.130513464248,,음식점 > 카페,http://place.map.kakao.com/474799651,강동구,Seoul
1124970786,스타벅스 강동역점,서울 강동구 천호동 447-17,서울 강동구 천호대로 1089,37.536045232577685,127.13298720047844,1522-3232,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/1124970786,강동구,Seoul
1963908493,포비 강동이케아점,서울 강동구 고덕동 353-23,서울 강동구 고덕비즈밸리로 51,37.5662934748716,127.15722053368,070-7875-3031,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/1963908493,강동구,Seoul
1171056769,테라로사 길동점,서울 강동구 길동 255-2,서울 강동구 천호대로 1221,37.5360834440817,127.146385780991,1668-2764,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/1171056769,강동구,Seoul
592894879,우지커피 천호로데오점,서울 강동구 천호동 454-13,서울 강동구 천호대로155길 3,37.5383603924442,127.125964855102,070-5066-3666,음식점 > 카페 > 커피전문점 > 우지커피,http://place.map.kakao.com/592894879,강동구,Seoul
1238313083,빽다방 천호힐데스하임점,서울 강동구 천호동 578,서울 강동구 올림픽로78길 30,37.541656784506536,127.12630646343759,02-470-1651,음식점 > 카페 > 커피전문점 > 빽다방,http://place.map.kakao.com/1238313083,강동구,Seoul
19163279,커피몽타주,서울 강동구 성내동 555-5,서울 강동구 올림픽로48길 23-12,37.52949345884314,127.12185109538237,070-8262-1303,음식점 > 카페,http://place.map.kakao.com/19163279,강동구,Seoul
672024562,희와,서울 강동구 성내동 423-32,서울 강동구 풍성로52길 50,37.5278893016189,127.13144318031,070-6246-2765,음식점 > 카페,http://place.map.kakao.com/672024562,강동구,Seoul
1164700769,투썸플레이스 굽은다리역점,서울 강동구 천호동 50-13,서울 강동구 양재대로 1539,37.5432159483807,127.141796589389,02-485-7993,음식점 > 카페 > 커피전문점 > 투썸플레이스,http://place.map.kakao.com/1164700769,강동구,Seoul
87517541,스타벅스 강동그란츠점,서울 강동구 성내동 611,서울 강동구 천호대로 1050,37.5367081285903,127.12831775388,1522-3232,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/87517541,강동구,Seoul
127953014,해밀카페,서울 강동구 길동 394-2,서울 강동구 진황도로47길 66,37.53747152371622,127.14075381893377,02-477-9257,음식점 > 카페,http://place.map.kakao.com/127953014,강동구,Seoul
1238812899,투썸플레이스 상일동역점,서울 강동구 상일동 520,서울 강동구 고덕로 390,37.5566269498024,127.168780290751,02-426-5107,음식점 > 카페 > 커피전문점 > 투썸플레이스,http://place.map.kakao.com/1238812899,강동구,Seoul
1273063821,백미당 현대백화점천호점,서울 강동구 천호동 572,서울 강동구 천호대로 1005,37.538853391666365,127.12411910573584,02-2225-8861,음식점 > 카페 > 테마카페 > 디저트카페 > 백미당,http://place.map.kakao.com/1273063821,강동구,Seoul
2068185089,카페공공장소,서울 강동구 암사동 497-7,서울 강동구 암사길 7-1,37.55104971655273,127.1304291297064,010-4266-6934,음식점 > 카페,http://place.map.kakao.com/2068185089,강동구,Seoul
12526693,아이스베리 천호점,서울 강동구 천호동 454-64,서울 강동구 천호대로157길 17,37.5386016800367,127.12697453957,,음식점 > 카페,http://place.map.kakao.com/12526693,강동구,Seoul
1518220846,카페노란코끼리 천호점,서울 강동구 천호동 427-5,서울 강동구 구천면로24길 20-25,37.5399765752049,127.1253158305,,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1518220846,강동구,Seoul
848646060,투썸플레이스 천호로데오점,서울 강동구 천호동 454-60,서울 강동구 천호대로157길 19,37.53872138131369,127.1270969423887,02-470-8717,음식점 > 카페 > 커피전문점 > 투썸플레이스,http://place.map.kakao.com/848646060,강동구,Seoul
18590263,원두볶는사람들,서울 강동구 성내동 534-18,서울 강동구 성내로9길 45,37.5307331103153,127.124562717743,070-8801-9928,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/18590263,강동구,Seoul
27393201,빽다방 둔촌동역점,서울 강동구 성내동 416-4,서울 강동구 양재대로 1367,37.52819855949907,127.13602783558379,02-478-1205,음식점 > 카페 > 커피전문점 > 빽다방,http://place.map.kakao.com/27393201,강동구,Seoul
618625560,쿰베오,서울 강동구 길동 83-4,서울 강동구 명일로26길 12,37.54270351473153,127.14820918750895,0507-1406-5280,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/618625560,강동구,Seoul
1869128016,투썸플레이스 암사역점,서울 강동구 암사동 501-2,서울 강동구 올림픽로 778,37.550411015755586,127.12786028769737,02-6954-2477,음식점 > 카페 > 커피전문점 > 투썸플레이스,http://place.map.kakao.com/1869128016,강동구,Seoul
1531705779,바하마스,서울 강동구 길동 247,서울 강동구 진황도로 123,37.5347757783456,127.139956758117,,음식점 > 카페,http://place.map.kakao.com/1531705779,강동구,Seoul
248992774,이웃집 마들렌,서울 강동구 길동 329-15,서울 강동구 양재대로124길 77,37.5422958056274,127.146409241705,02-482-8255,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/248992774,강동구,Seoul
425558740,데이롱카페 성내삼성점,서울 강동구 성내동 271-2,서울 강동구 풍성로 126,37.531610900940336,127.1260575893988,,음식점 > 카페 > 테마카페 > 무인카페 > 데이롱카페,http://place.map.kakao.com/425558740,강동구,Seoul
2009914315,스타벅스 둔촌포레온스테이션5점,서울 강동구 둔촌동 170-1,서울 강동구 양재대로 1360,37.5267093614523,127.136672234168,1522-3232,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/2009914315,강동구,Seoul
21330539,디카페아날로그,서울 강동구 천호동 412-2,서울 강동구 천호대로157길 51,37.5400388820035,127.12771018865,,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/21330539,강동구,Seoul
1886576749,더브렉퍼스트클럽,서울 강동구 천호동 335-30,서울 강동구 구천면로13길 34,37.54327292229144,127.12313519540469,0502-5552-5607,음식점 > 카페,http://place.map.kakao.com/1886576749,강동구,Seoul
125700547,스타벅스 암사역점,서울 강동구 암사동 501,서울 강동구 올림픽로 786,37.55111162875437,127.1281953263863,1522-3232,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/125700547,강동구,Seoul
1823155152,투썸플레이스 고덕비즈밸리점,서울 강동구 고덕동 98-12,서울 강동구 고덕비즈밸리로2가길 21,37.56596764972108,127.16032123188495,02-481-3537,음식점 > 카페 > 커피전문점 > 투썸플레이스,http://place.map.kakao.com/1823155152,강동구,Seoul
1749096990,스타벅스 강동암사DT점,서울 강동구 암사동 441-12,서울 강동구 고덕로 43,37.55510465765727,127.1300185890668,1522-3232,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/1749096990,강동구,Seoul
448338392,성내동커피집 온온,서울 강동구 성내동 469-9,서울 강동구 성내로18길 34,37.52551769516313,127.12832120997341,,음식점 > 카페,http://place.map.kakao.com/448338392,강동구,Seoul
624432783,투썸플레이스 천호역해링턴타워점,서울 강동구 성내동 609,서울 강동구 올림픽로 610,37.53613968009076,127.12316306595905,02-2088-6330,음식점 > 카페 > 커피전문점 > 투썸플레이스,http://place.map.kakao.com/624432783,강동구,Seoul
26572250,스타벅스 미아사거리역점,서울 강북구 미아동 35-30,서울 강북구 도봉로 32,37.6118231378487,127.03058891879,1522-3232,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/26572250,강북구,Seoul
66950261,카페마메,서울 강북구 번동 437-55,서울 강북구 덕릉로 134,37.6349015244766,127.028595343242,0503-7152-0291,음식점 > 카페,http://place.map.kakao.com/66950261,강북구,Seoul
1926458975,스타벅스 수유역5번출구점,서울 강북구 수유동 740,서울 강북구 도봉로 315,37.636722675023,127.023322088325,1522-3232,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/1926458975,강북구,Seoul
891083645,한옥카페 선운각,서울 강북구 우이동 260-6,서울 강북구 삼양로173길 223,37.6557267272678,126.999832278425,0507-1399-1105,음식점 > 카페 > 테마카페,http://place.map.kakao.com/891083645,강북구,Seoul
714285841,투썸플레이스 수유사거리점,서울 강북구 수유동 47-2,서울 강북구 도봉로 295,37.634880227940236,127.0229759666256,02-900-2388,음식점 > 카페 > 커피전문점 > 투썸플레이스,http://place.map.kakao.com/714285841,강북구,Seoul
1275464963,메가MGC커피 삼양사거리점,서울 강북구 미아동 1348-3,서울 강북구 솔샘로 251,37.619733277543126,127.02061074252946,02-988-5688,음식점 > 카페 > 커피전문점 > 메가MGC커피,http://place.map.kakao.com/1275464963,강북구,Seoul
1505302020,투썸플레이스 강북구청점,서울 강북구 수유동 191-35,서울 강북구 한천로 1035,37.63984839603788,127.02661446707614,02-6953-9227,음식점 > 카페 > 커피전문점 > 투썸플레이스,http://place.map.kakao.com/1505302020,강북구,Seoul
17884745,스타벅스 미아역점,서울 강북구 미아동 121-19,서울 강북구 도봉로 196,37.62618135859377,127.02654615622092,1522-3232,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/17884745,강북구,Seoul
1436418004,칠복상회로스터스 수유,서울 강북구 수유동 192-93,서울 강북구 한천로139가길 15,37.640091946183816,127.0253229153461,02-999-4889,음식점 > 카페,http://place.map.kakao.com/1436418004,강북구,Seoul
10534106,스타벅스 수유역점,서울 강북구 번동 418-20,서울 강북구 도봉로 342,37.6381798439037,127.026294369466,,음식점 > 카페 > 커피전문점 > 스타벅스,http://place.map.kakao.com/10534106,강북구,Seoul
26909639,투썸플레이스 미아테라스파크점,서울 강북구 미아동 811-9,서울 강북구 삼양로27길 43,37.61873527661519,127.01885479415961,02-985-2355,음식점 > 카페 > 커피전문점 > 투썸플레이스,http://place.map.kakao.com/26909639,강북구,Seoul
716238559,메가MGC커피 미아삼각산점,서울 강북구 미아동 1357-3,서울 강북구 삼양로19길 74,37.61637016435734,127.01896972787999,02-989-0688,음식점 > 카페 > 커피전문점 > 메가MGC커피,http://place.map.kakao.com/716238559,강북구,Seoul
1767591498,커피바실리아,서울 강북구 우이동 71-35,서울 강북구 삼양로 541,37.6510589535539,127.012700714506,,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/1767591498,강북구,Seoul
1714203927,수다방,서울 강북구 번동 465-84,서울 강북구 한천로132길 87,37.642117726906136,127.03130042635298,010-8344-8620,음식점 > 카페,http://place.map.kakao.com/1714203927,강북구,Seoul
1363689657,아띠랑스,서울 강북구 수유동 568-19,서울 강북구 4.19로 42-1,37.647231876555,127.009513715863,,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/1363689657,강북구,Seoul
4331171,큐브이스케이프 수유점,서울 강북구 수유동 229-46,서울 강북구 도봉로87길 11,37.6383315131476,127.024894047779,02-903-0706,음식점 > 카페 > 테마카페,http://place.map.kakao.com/4331171,강북구,Seoul
590806256,수유가배당,서울 강북구 번동 463-18,서울 강북구 한천로132길 11,37.6396370838233,127.028670803783,02-6498-0013,음식점 > 카페,http://place.map.kakao.com/590806256,강북구,Seoul
27440919,벤투라커피로스터스,서울 강북구 미아동 75-148,서울 강북구 도봉로10다길 7-1,37.6145439515513,127.03124695784,070-8225-8075,음식점 > 카페,http://place.map.kakao.com/27440919,강북구,Seoul
1842353169,시우어게인,서울 강북구 미아동 1354-5,서울 강북구 솔샘로 167,37.620057989124405,127.0113203263076,010-2979-6003,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/1842353169,강북구,Seoul
1889290309,디저트39 미아사거리역점,서울 강북구 미아동 49-35,서울 강북구 월계로 43,37.611433762233155,127.03439989571534,02-989-1139,음식점 > 카페 > 테마카페 > 디저트카페 > 디저트39,http://place.map.kakao.com/1889290309,강북구,Seoul
2021943104,어니언 미아,서울 강북구 미아동 127-9,서울 강북구 솔매로50길 55,37.62395015005225,127.02812104761902,070-7816-2714,음식점 > 카페,http://place.map.kakao.com/2021943104,강북구,Seoul
918854467,공원앞카페,서울 강북구 번동 416-119,서울 강북구 덕릉로41길 95,37.6382597071575,127.027711766224,010-5722-1580,음식점 > 카페,http://place.map.kakao.com/918854467,강북구,Seoul
1789640308,카페소소,서울 강북구 미아동 460-79,서울 강북구 솔샘로64길 21,37.6163305497636,127.027898442618,010-5207-3576,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/1789640308,강북구,Seoul
800923957,라라브레드 수유점,서울 강북구 수유동 221-20,서울 강북구 노해로14길 8,37.6394328784859,127.023115595335,,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/800923957,강북구,Seoul
24580890,카페블라썸,서울 강북구 수유동 166-10,서울 강북구 도봉로101길 53,37.6441619797571,127.028036886005,,음식점 > 카페,http://place.map.kakao.com/24580890,강북구,Seoul
34945543,선데이베이글 수유점,서울 강북구 수유동 189-37,서울 강북구 한천로143길 12,37.6408038773905,127.024598019624,02-905-5666,음식점 > 카페 > 테마카페 > 디저트카페,http://place.map.kakao.com/34945543,강북구,Seoul
7888616,미즐카페엠,서울 강북구 수유동 535-11,서울 강북구 4.19로 107,37.64355438326736,127.00378445026934,02-999-5055,음식점 > 카페,http://place.map.kakao.com/7888616,강북구,Seoul
234080048,무너미,서울 강북구 수유동 222-78,서울 강북구 노해로8가길 40,37.6397949778714,127.023602902608,02-903-5058,음식점 > 카페 > 커피전문점,http://place.map.kakao.com/234080048,강북구,Seoul
688710816,문화사,서울 강북구 수유동 695-7,서울 강북구 노해로32길 32,37.6442319963859,127.025196282755,0502-5551-9920,음식점 > 카페,http://place.map.kakao.com/688710816,강북구,Seoul
24046171,제이스파크,서울 강북구 수유동 535-117,서울 강북구 4.19로 93,37.6444895581838,127.005030889175,02-990-3355,음식점 > 카페,http://place.map.kakao.com/24046171,강북구,Seoul
17063711,드롭바이드롭,서울 강북구 미아동 164-13,서울 강북구 도봉로68길 33,37.6314549009584,127.02623762139,,음식점 > 카페,http://place.map.kakao.com/17063711,강북구,Seoul
689923892,옐로우캔 수유역점,서울 강북구 수유동 191-57,서울 강북구 한천로139길 11,37.63956016721345,127.02622914145256,0503-7154-0469,음식점 > 카페,http://place.map.kakao.com/689923892,강북구,Seoul
2034455524,카페산아래,서울 강북구 우이동 217-1,서울 강북구 삼양로181길 56,37.6668164407793,127.010498892405,,음식점 > 카페,http://place.map.kakao.com/2034455524,강북구,Seoul
1333991895,더벤티 미아사거리역점,서울 강북구 미아동 62-27,서울 강북구 도봉로 63,37.614800232369475,127.02969762387077,02-2038-4110,음식점 > 카페 > 커피전문점 > 더벤티,http://place.map.kakao.com/1333991895,강북구,Seoul
877931777,메가MGC커피 광산사거리점,서울 강북구 수유동 231-1,서울 강북구 노해로 87,37.64351449743944,127.02228745405016,02-6338-7748,음식점 > 카페 > 커피전문점 > 메가MGC커피,http://place.map.kakao.com/877931777,강북구,Seoul
540024907,메가MGC커피 강북북부시장점,서울 강북구 번동 412-52,서울 강북구 한천로 981,37.6366531842926,127.031563247496,02-906-9616,음식점 > 카페 > 커피전문점 > 메가MGC커피,http://place.map.kakao.com/540024907,강북구,Seoul
1424138243,위드위드,서울 강북구 수유동 521-48,서울 강북구 인수봉로 235,37.6400706501918,127.011778834654,,음식점 > 카페,http://place.map.kakao.com/1424138243,강북구,Seoul
